record_id,facility_id,facility_name,city,region,reporting_month,supplier_id,supplier_type,energy_kwh,water_m3,production_units,waste_tonnes,recycled_waste_tonnes,scope1_tco2e,scope2_tco2e,supplier_spend_inr,energy_unit,energy_kwh_standardized,energy_intensity,energy_outlier_flag,waste_logic_check
ESG105366,F008,Jaipur Plant,Jaipur,North,2025-12-01,S055,Logistics,74800.04818592122,16198.720066384396,13603.707421990946,181.82211079911792,132.35883117781836,49.27677896339182,26.5635763070254,469969.0656147528,kWh,74800.04818592122,5.498504625658436,False,True
ESG105367,F008,Jaipur Plant,Jaipur,North,2025-06-01,S052,Raw Material,101373.1423710544,6615.295629404783,10708.40975709362,185.54333947847792,141.66845878164466,23.514022267094127,34.20125102675456,323655.480308449,kWh,101373.1423710544,9.466685032658686,False,True
ESG105368,F001,Delhi Plant,Delhi,North,2025-11-01,S025,Logistics,37318.39692837936,9159.701405801248,12351.986361865913,191.62217958676325,165.81901936035806,44.57967194116737,10.67084778990651,296956.9088967004,kWh,37318.39692837936,3.021246610471644,False,True
ESG105369,F006,Kolkata Plant,Kolkata,East,2026-01-01,S017,Chemicals,57364.1667283606,11607.935951294914,19878.93070734335,55.996790097053264,48.68712782036573,20.70996345474823,16.276802741229503,129705.7874880468,kWh,57364.1667283606,2.8856766781308854,False,True
ESG105370,F006,Kolkata Plant,Kolkata,East,2025-07-01,S002,Raw Material,54904.0188367433,14093.015430395508,5323.360498611872,242.05666078840397,159.71068683302187,41.10914243778232,16.70802529802055,686053.5257432712,kWh,54904.0188367433,10.313789353747536,False,True
ESG105371,F003,Pune Plant,Pune,West,2025-11-01,S049,Logistics,43467.127941842526,14283.587412531626,14484.390865467372,166.85563797756228,148.22857353140444,49.69487712293547,11.58333193731668,460642.0199613799,kWh,43467.127941842526,3.0009634747895184,False,True
ESG105372,F001,Delhi Plant,Delhi,North,2025-08-01,S034,Chemicals,43886.29067362292,5796.008235401028,10604.791652809274,245.55276784697656,115.71703514167288,35.59903321031983,17.596372824243762,361124.7159297116,kWh,43886.29067362292,4.138345392386579,False,True
ESG105373,F006,Kolkata Plant,Kolkata,East,2025-08-01,S034,Maintenance,63723.27659502225,14469.833911040429,11745.605719000798,223.5631459408308,172.5586351650209,50.73842190524452,20.56378349591364,656588.9399369135,kWh,63723.27659502225,5.425286538602047,False,True
ESG105374,F008,Jaipur Plant,Jaipur,North,2025-10-01,S034,Raw Material,50424.301131861015,10479.578455430626,8912.701892858666,186.88900731319035,143.76784364651886,39.71785271436229,19.993978857481927,348997.82163564133,kWh,50424.301131861015,5.657577437013087,False,True
ESG105375,F007,Hyderabad Plant,Hyderabad,South,2026-02-01,S044,Maintenance,50806.29875873537,10995.169130057311,12781.53902592034,130.84982232564172,114.78204351358752,29.860839127608145,26.68361970256624,669933.3910645768,kWh,50806.29875873537,3.974975052355015,False,True
ESG105376,F008,Jaipur Plant,Jaipur,North,2026-02-01,S042,Logistics,36067.52617395356,8300.636411647483,11878.284519764473,115.17353007908126,58.56821652143058,33.035489987904576,13.072352790806727,610634.2847009423,kWh,36067.52617395356,3.0364255136286906,False,True
ESG105377,F001,Delhi Plant,Delhi,North,2025-04-01,S047,Maintenance,63310.28209442486,13225.291537701263,12810.07360212714,220.94786352444933,164.09461334697096,46.22532947441067,33.03497634335506,621479.532469264,kWh,63310.28209442486,4.9422262557423595,False,True
ESG105378,F004,Chennai Plant,Chennai,South,2025-06-01,S031,Logistics,60096.12477517009,5219.7528014428,9097.847580832531,209.99130726962647,137.30579598568627,23.116937068374888,19.034456055857422,335721.3089585338,kWh,60096.12477517009,6.605532159252856,False,True
ESG105379,F001,Delhi Plant,Delhi,North,2026-02-01,S058,Raw Material,54133.70559119567,14653.503411416052,16000.544242323593,190.2537822561349,127.49046405013908,31.83764495904709,19.156452730251843,688329.4667784626,kWh,54133.70559119567,3.383241517998165,False,True
ESG105380,F004,Chennai Plant,Chennai,South,2025-05-01,S015,Packaging,63670.31906125528,8787.087044173015,9545.184161828933,194.16338040028748,136.35429887128518,51.1636484152623,16.79265377090592,636171.3499700923,kWh,63670.31906125528,6.6704128471268325,False,True
ESG105381,F002,Mumbai Plant,Mumbai,West,2025-04-01,S020,Logistics,70635.12945563535,16442.792770341457,11401.529713570017,247.11834824779575,142.2752564243368,57.09057399871603,31.231132999813425,651184.0607418026,kWh,70635.12945563535,6.19523267755606,False,True
ESG105382,F005,Ahmedabad Plant,Ahmedabad,West,2025-04-01,S008,Logistics,73404.24437031324,7963.698859055409,8650.47872019445,132.96196944501497,60.13771391945957,32.18632155290392,25.114909823488382,559501.0368369648,kWh,73404.24437031324,8.485570191503024,False,True
ESG105383,F002,Mumbai Plant,Mumbai,West,2025-04-01,S016,Packaging,104688.39688861831,11688.19595613569,11816.748866423206,217.1913399747589,103.29893503351217,22.45458278125626,31.268376264676707,381600.4964356372,kWh,104688.39688861831,8.859323158342306,False,True
ESG105384,F002,Mumbai Plant,Mumbai,West,2025-06-01,S047,Raw Material,80147.70570955597,11513.757050487491,14064.197801223794,154.84701721530365,110.55122331674217,52.16492480282024,40.962668344847295,392547.0449079837,kWh,80147.70570955597,5.698704387006128,False,True
ESG105385,F006,Kolkata Plant,Kolkata,East,2026-03-01,S012,Chemicals,62124.42717733311,15701.344580286855,13699.048636087842,124.71819342177054,77.29562624430253,38.65912142359869,32.796836343153004,682438.5904405498,kWh,62124.42717733311,4.534944639416547,False,True
ESG105386,F004,Chennai Plant,Chennai,South,2025-05-01,S015,Packaging,62977.62995353314,12923.751179985167,13809.85810102139,170.67012344976646,128.65336246442843,46.85696449891581,31.69504219904253,466633.4218331652,kWh,62977.62995353314,4.5603386720443755,False,True
ESG105387,F002,Mumbai Plant,Mumbai,West,2025-12-01,S020,Chemicals,81590.71942536398,11782.633103930264,15439.72214004147,313.1121468832097,186.56599902686952,42.807884170325615,41.2403439900228,370474.3025459875,kWh,81590.71942536398,5.284468119653923,False,True
ESG105388,F005,Ahmedabad Plant,Ahmedabad,West,2025-09-01,S050,Logistics,30322.597976894103,10017.807890496244,13235.386412496462,281.6752152364276,250.65366779949903,48.41525297617147,12.044704651085215,438984.3162527768,kWh,30322.597976894103,2.291024759826007,False,True
ESG105389,F005,Ahmedabad Plant,Ahmedabad,West,2025-12-01,S026,Logistics,57710.68485705167,7760.0757323181715,15248.30494076494,194.8539943962188,102.36765125237068,11.820919421301872,29.420613146949712,542332.5098819911,kWh,57710.68485705167,3.78472788163932,False,True
ESG105390,F004,Chennai Plant,Chennai,South,2025-08-01,S049,Chemicals,41746.48363172308,10250.096601675114,10992.361584385197,193.64594766580083,129.28275900068783,49.195261691488106,19.572026506040377,220661.7964253712,kWh,41746.48363172308,3.797772053916471,False,True
ESG105391,F008,Jaipur Plant,Jaipur,North,2025-11-01,S035,Maintenance,69296.07171093582,10126.936311325902,11734.567285413888,228.2081032976141,169.24862165812925,21.06911868438853,32.979183836521,306941.37129385275,kWh,69296.07171093582,5.905294164282572,False,True
ESG105392,F004,Chennai Plant,Chennai,South,2025-12-01,S003,Raw Material,43837.923417129015,7517.887639863469,9395.399849594643,263.46027934134975,183.90142234481817,19.581636907606264,23.104182630243848,495718.5106800979,kWh,43837.923417129015,4.665892257796816,False,True
ESG105393,F002,Mumbai Plant,Mumbai,West,2025-09-01,S034,Logistics,62298.07922855564,12439.882702578943,9681.805752108656,148.9515941692452,110.58312801753658,32.442598352552615,26.373109158752232,578589.0880367716,kWh,62298.07922855564,6.434551655303287,False,True
ESG105394,F004,Chennai Plant,Chennai,South,2025-05-01,S045,Logistics,44879.2120134497,12675.855178831722,11401.973774430273,15.026061163398737,11.886914489263734,40.20195815243172,20.380070573972457,761721.608909172,kWh,44879.2120134497,3.9360914962016915,False,True
ESG105395,F007,Hyderabad Plant,Hyderabad,South,2025-09-01,S022,Maintenance,55094.943716833724,13809.895622062384,8650.491320319417,140.14858589314736,71.48534475965293,49.08674286796415,28.95243789075907,471264.6989877541,kWh,55094.943716833724,6.36899589592321,False,True
ESG105396,F001,Delhi Plant,Delhi,North,2025-04-01,S051,Logistics,64.9887763252864,11337.180259507137,12671.695653123435,261.1685423336948,130.2613320197464,30.37232633001832,20.75246984326531,419448.3048784324,MWh,64988.776325286395,5.128656661610032,False,True
ESG105397,F008,Jaipur Plant,Jaipur,North,2025-04-01,S031,Maintenance,57910.2425467171,9890.472602469574,7351.207548357105,108.69514064355138,91.31816150023953,51.50912507645941,17.02854714044132,480783.6238453506,kWh,57910.2425467171,7.877650326939722,False,True
ESG105398,F005,Ahmedabad Plant,Ahmedabad,West,2025-08-01,S007,Packaging,48855.78914271742,9976.881380063242,15082.53078917234,139.1640290066763,80.90661226191466,25.7322315145412,17.30900187660858,467784.7447069424,kWh,48855.78914271742,3.2392301945632824,False,True
ESG105399,F005,Ahmedabad Plant,Ahmedabad,West,2026-03-01,S039,Maintenance,53482.34155471672,11633.1301187144,12719.704522261209,233.23436156114545,135.71527812183515,37.78297545355567,16.030357695561857,321836.1840683927,kWh,53482.34155471672,4.20468427243065,False,True
ESG105400,F001,Delhi Plant,Delhi,North,2025-04-01,S007,Chemicals,58702.33274018712,9066.34120432703,12821.375775858602,150.48954352246352,117.4272789295299,26.03527607164085,22.93311680150969,291412.2806969845,kWh,58702.33274018712,4.57847377429791,False,True
ESG105401,F001,Delhi Plant,Delhi,North,2025-04-01,S045,Logistics,59188.143505210566,10149.681721090788,8156.746127624598,121.13840783272111,66.29301870772535,43.42517965875707,23.250142980829292,315385.1029254751,kWh,59188.143505210566,7.256342489900112,False,True
ESG105402,F002,Mumbai Plant,Mumbai,West,2025-05-01,S013,Packaging,32837.39800735371,19674.97607922768,14381.839600413765,163.7031027777504,85.88602517730362,40.96287276099934,14.686469417104655,281220.3258393415,kWh,32837.39800735371,2.2832543624258594,False,True
ESG105403,F002,Mumbai Plant,Mumbai,West,2025-06-01,S027,Logistics,60037.94320859723,6724.666974278616,7247.038866289014,220.3180137243644,135.22241926607475,28.986424847727847,29.28203245199856,584312.5059095969,kWh,60037.94320859723,8.284479263368546,False,True
ESG105404,F007,Hyderabad Plant,Hyderabad,South,2026-02-01,S050,Packaging,40320.42827665087,7549.696690528539,13160.687587151524,276.077046764432,151.1613174602579,26.128332312056493,20.572575036643887,492490.0368451799,kWh,40320.42827665087,3.0637022579287403,False,True
ESG105405,F002,Mumbai Plant,Mumbai,West,2025-09-01,S007,Logistics,82460.42189142265,12095.149079711946,9962.212064038786,215.04286495785576,129.30118542733408,40.49646759711982,23.42566898817638,510614.0453076189,kWh,82460.42189142265,8.277320474745277,False,True
ESG105406,F002,Mumbai Plant,Mumbai,West,2025-07-01,S045,Raw Material,74306.2002030256,9084.099929062711,7951.929401108944,186.1092450243571,153.9618766561682,25.52830063249885,24.765602246253582,631281.788123637,kWh,74306.2002030256,9.344424032821916,False,True
ESG105407,F008,Jaipur Plant,Jaipur,North,2026-01-01,S014,Chemicals,69170.14192520906,11735.13091123522,9566.749994505502,108.64493140161682,96.27584388147012,49.17634314129641,23.030688634814737,544012.8692756069,kWh,69170.14192520906,7.230265446984162,False,True
ESG105408,F007,Hyderabad Plant,Hyderabad,South,2025-09-01,S044,Raw Material,88323.67006289685,10486.64197808233,16387.031290465595,214.5080102393389,106.98919299647372,21.83401429241149,28.92141398065645,131701.45804974035,kWh,88323.67006289685,5.38985179788397,False,True
ESG105409,F006,Kolkata Plant,Kolkata,East,2025-05-01,S031,Logistics,70346.93194118355,11259.173027120314,10183.69115143728,178.37285656996016,100.31315629111808,19.68590261785897,32.255813453845256,394185.7322282517,kWh,70346.93194118355,6.90780296604489,False,True
ESG105410,F006,Kolkata Plant,Kolkata,East,2026-03-01,S011,Chemicals,57615.655430985615,7878.899551469758,17001.54810584786,176.54670103579076,139.31277608619385,39.43061228524049,28.309911482125,376481.2684441414,kWh,57615.655430985615,3.388847596247315,False,True
ESG105411,F001,Delhi Plant,Delhi,North,2026-02-01,S059,Maintenance,62532.4295665309,7585.824965898451,15369.158146978463,34.34516713610145,29.83641330364169,28.818273706941216,23.713481799568296,483082.7368323215,kWh,62532.4295665309,4.0686958237087705,False,True
ESG105412,F008,Jaipur Plant,Jaipur,North,2025-09-01,S034,Chemicals,119545.72663783356,8882.353881255254,13024.665943293658,83.2865731543707,43.807980526462046,46.71732719815037,60.58131926610954,,kWh,119545.72663783356,9.178410191732182,True,True
ESG105413,F002,Mumbai Plant,Mumbai,West,2025-04-01,S060,Maintenance,76698.20004315244,8866.509197901261,10255.005959466644,97.02493406676918,55.69264434140446,33.31468220027924,41.69005414446831,627924.2355534555,kWh,76698.20004315244,7.479098534540634,False,True
ESG105414,F001,Delhi Plant,Delhi,North,2025-06-01,S044,Chemicals,49210.07813291226,14623.004014780585,9771.753715454037,207.849099331415,185.7479893446372,30.46696590606022,23.23489645373896,585499.3055843018,kWh,49210.07813291226,5.035951536016149,False,True
ESG105415,F003,Pune Plant,Pune,West,2025-07-01,S007,Packaging,48807.37462971493,9368.884721240878,14153.876053537751,149.38205785898742,114.73358751924086,31.635805697815364,26.03874052698449,557500.1248881678,kWh,48807.37462971493,3.4483398360349184,False,True
ESG105416,F002,Mumbai Plant,Mumbai,West,2025-07-01,S004,Packaging,67502.36723972764,7539.11572372145,11580.368718042046,239.997273541206,173.40393874828328,40.21151062560307,31.688361799454704,640521.7986959144,kWh,67502.36723972764,5.8290343669765825,False,True
ESG105417,F007,Hyderabad Plant,Hyderabad,South,2025-07-01,S028,Logistics,66519.37293374963,11168.775412575858,10646.759738555014,261.7975768103228,138.5986734483252,26.242079961268267,32.24752841868339,574079.1284147378,kWh,66519.37293374963,6.24785141838635,False,True
ESG105418,F003,Pune Plant,Pune,West,2025-08-01,S041,Maintenance,48404.985385904445,10805.672698299992,6278.196557936084,214.63334159326783,146.46426285673792,36.993241819079024,18.01803226444163,710036.9244041799,kWh,48404.985385904445,7.7100143232561145,False,True
ESG105419,F005,Ahmedabad Plant,Ahmedabad,West,2026-03-01,S023,Chemicals,47453.78813909981,12961.602885742954,12736.70021357482,144.0497379345596,77.1218385923545,7.092553672493121,25.02992786566909,568227.3255484744,kWh,47453.78813909981,3.7257521448548654,False,True
ESG105420,F001,Delhi Plant,Delhi,North,2025-09-01,S051,Packaging,69079.46947821455,15334.488532568554,11554.115509586622,193.5957809853112,133.4339675849694,12.021020322827669,37.22142741612253,337357.7560085397,kWh,69079.46947821455,5.978776083803065,False,True
ESG105421,F001,Delhi Plant,Delhi,North,2026-02-01,S031,Chemicals,80603.2539473051,13013.551932960789,12579.812680557818,94.84415384526385,47.50862033046782,57.9420187034593,30.233413891845643,463901.48953468737,kWh,80603.2539473051,6.4073492979651405,False,True
ESG105422,F002,Mumbai Plant,Mumbai,West,2025-05-01,S014,Logistics,86896.02770295471,7962.276707557037,15066.743336328096,212.2317033587695,,63.019797122583824,22.4084909021478,468910.5299445508,kWh,86896.02770295471,5.767406118443382,False,True
ESG105423,F007,Hyderabad Plant,Hyderabad,South,2025-11-01,S003,Packaging,37037.94164699329,8965.399477769035,13359.372950137464,200.1454351933765,126.63796052462332,25.82096213459565,15.551880567628324,533073.9688132256,kWh,37037.94164699329,2.7724311451767787,False,True
ESG105424,F002,Mumbai Plant,Mumbai,West,2025-06-01,S042,Packaging,54269.70471243247,11474.840185535311,11606.715464862757,217.8433800941591,163.55347154192228,38.50836815346157,23.30525131957353,535801.789278256,kWh,54269.70471243247,4.675715957432078,False,True
ESG105425,F006,Kolkata Plant,Kolkata,East,2026-03-01,S036,Maintenance,85434.12684625205,9788.486766326329,10709.60464781475,236.67016026006928,194.86122031611097,29.0389196558187,34.239972522663855,451615.6297894884,kWh,85434.12684625205,7.9773371338861265,False,True
ESG105426,F003,Pune Plant,Pune,West,2025-11-01,S014,Packaging,28279.5173592214,,12805.50996254989,204.0214182912576,96.30337866681316,29.10889210898276,13.591555276176996,428540.8473707598,kWh,28279.5173592214,2.2083866587059573,False,True
ESG105427,F006,Kolkata Plant,Kolkata,East,2025-04-01,S020,Raw Material,66840.2999464247,8724.660613082842,9331.675116564526,76.12843067165011,56.58291914630705,36.21691266352733,22.18554968464096,45059.78010628553,kWh,66840.2999464247,7.162733283307026,False,True
ESG105428,F006,Kolkata Plant,Kolkata,East,2025-10-01,S020,Raw Material,90037.54558279476,9979.49661773516,11400.664043318426,62.47735148059316,37.434317815984585,22.45820107458504,28.249359370510227,598611.3618641715,kWh,90037.54558279476,7.897570285439905,False,True
ESG105429,F008,Jaipur Plant,Jaipur,North,2025-05-01,S004,Maintenance,60969.33515149493,15453.45176869536,14249.319077201146,160.69841624217074,119.83013185598922,34.01623556240852,31.36567853402951,173317.4893092896,kWh,60969.33515149493,4.278754291427555,False,True
ESG105430,F006,Kolkata Plant,Kolkata,East,2025-07-01,S025,Packaging,74633.02956694539,11826.132463416292,15788.227449442918,228.2234255004674,183.47510412789515,28.37087366692629,29.47559807792803,291074.18462319195,kWh,74633.02956694539,4.72713164324085,False,True
ESG105431,F008,Jaipur Plant,Jaipur,North,2025-08-01,S029,Chemicals,65973.38098766116,11933.29898053942,13376.044251820182,196.9433753709097,88.64521231219035,33.85735016687617,33.43771512884905,371057.96105701936,kWh,65973.38098766116,4.932204151364381,False,True
ESG105432,F008,Jaipur Plant,Jaipur,North,2025-05-01,S041,Maintenance,40512.03811989151,11518.018658806042,12092.46276315562,306.6020714159273,230.1186896290237,49.65573421192501,21.763709737774,522442.929518747,kWh,40512.03811989151,3.3501891974666367,False,True
ESG105433,F007,Hyderabad Plant,Hyderabad,South,2025-10-01,S039,Chemicals,57387.51061509133,13726.39378747877,13600.331112782853,52.31342164732493,27.99567887084168,44.44382375119341,20.36351713034759,,kWh,57387.51061509133,4.219567166357679,False,True
ESG105434,F008,Jaipur Plant,Jaipur,North,2025-10-01,S020,Packaging,109438.04923403855,10595.612608392576,8905.761056242643,131.30450843382144,89.88788872050505,28.11199618384849,52.35575822204948,440000.4729480273,kWh,109438.04923403855,12.28845558991571,False,True
ESG105435,F003,Pune Plant,Pune,West,2025-09-01,S026,Logistics,84825.18741532715,7803.885871963185,11606.860195525976,164.92545025544902,134.0083231671483,22.43237265440198,23.6047614420705,326109.6970685138,kWh,84825.18741532715,7.308194118511411,False,True
ESG105436,F003,Pune Plant,Pune,West,2025-12-01,S026,Packaging,44904.54565235842,11242.104127502524,9700.106701477558,142.67881329643615,126.7058582825761,38.6816868390972,13.89880312533368,619298.2484624102,kWh,44904.54565235842,4.629283680510276,False,True
ESG105437,F007,Hyderabad Plant,Hyderabad,South,2025-08-01,S038,Chemicals,60735.590345254976,14040.281025329556,6733.405645721233,147.43466253404793,82.95731552902787,51.44451877587211,27.613104522079624,371167.1617888865,kWh,60735.590345254976,9.020040309594243,False,True
ESG105438,F004,Chennai Plant,Chennai,South,2025-08-01,S024,Logistics,60574.074279801054,10706.294492226749,7663.8649888161635,144.98374143865394,77.23979490715426,67.48512050177258,23.728489541120567,502765.6510733104,kWh,60574.074279801054,7.903854565313516,False,True
ESG105439,F008,Jaipur Plant,Jaipur,North,2025-09-01,S045,Chemicals,27400.728384828464,10444.478138683256,14318.991428868076,134.48895003182852,88.44985130890578,46.41920433557056,14.59670585272649,687124.3278841688,kWh,27400.728384828464,1.9135934622872044,False,True
ESG105440,F003,Pune Plant,Pune,West,2025-07-01,S025,Maintenance,47373.86549139403,9002.3660961342,11109.56447695147,161.94425869470203,75.37274421978658,49.926437699605366,12.010327111239675,561015.8456733305,kWh,47373.86549139403,4.264241464161672,False,True
ESG105441,F008,Jaipur Plant,Jaipur,North,2025-12-01,S045,Raw Material,83617.97659707461,13517.987167718298,10881.222181623813,136.75294924146766,85.23445830594106,29.076820874356606,28.768070218399107,440904.5773037727,kWh,83617.97659707461,7.684612555590354,False,True
ESG105442,F002,Mumbai Plant,Mumbai,West,2026-02-01,S053,Maintenance,87623.44165470602,6828.694115669902,14145.59707591956,90.94057492229446,72.36500930592841,0.0,33.41169469338918,618048.4590295836,kWh,87623.44165470602,6.194396827820709,False,True
ESG105443,F002,Mumbai Plant,Mumbai,West,2026-01-01,S049,Packaging,68877.51036626604,8797.86645832111,16078.515481633123,162.6940491520161,137.7693071722695,31.318628100478584,27.495773834155163,233668.89177904296,kWh,68877.51036626604,4.283822747500942,False,True
ESG105444,F003,Pune Plant,Pune,West,2025-07-01,S033,Raw Material,88581.28038889766,14833.464106894526,8656.977283770677,66.48748700366865,40.650006637268085,51.85356667730363,30.341917317288875,366703.24001702527,kWh,88581.28038889766,10.232356801370138,False,True
ESG105445,F003,Pune Plant,Pune,West,2025-05-01,S042,Raw Material,64180.76062446812,7497.673465173333,11330.86981396762,184.97989956356827,85.09941768350926,32.017831140773204,18.599023511010248,275346.9772198207,kWh,64180.76062446812,5.664239522490337,False,True
ESG105446,F004,Chennai Plant,Chennai,South,2025-12-01,S058,Chemicals,61332.61252249749,12275.625991912875,12660.75451504843,237.2743049702813,179.292507158139,26.977389261432837,24.618879539352573,504592.3394905003,kWh,61332.61252249749,4.84430943271179,False,True
ESG105447,F003,Pune Plant,Pune,West,2025-11-01,S016,Packaging,65921.67039033136,7314.953704286288,9007.867887752742,305.5288286024611,184.3388542501712,14.811534950050298,25.144944684053748,400530.261443124,kWh,65921.67039033136,7.31823237327444,False,True
ESG105448,F004,Chennai Plant,Chennai,South,2025-09-01,S060,Maintenance,79162.84665904088,9417.693456414212,12281.271536712562,230.7073356490237,178.4443769750512,30.92937273550938,39.61991853329075,377246.37894763553,kWh,79162.84665904088,6.445818449856627,False,True
ESG105449,F002,Mumbai Plant,Mumbai,West,2025-10-01,S053,Packaging,57265.82971265729,11946.11868838217,8073.665086542132,234.1722556653218,185.49300944269905,47.32827715502141,19.38436218869018,285452.1461866954,kWh,57265.82971265729,7.092916178565893,False,True
ESG105450,F006,Kolkata Plant,Kolkata,East,2025-06-01,S032,Maintenance,65964.21806030133,7432.791524317367,9849.29088358199,101.68332372658,60.99752082026525,20.640624441513182,20.70876701306317,455465.2420435496,kWh,65964.21806030133,6.697357082859497,False,True
ESG105451,F001,Delhi Plant,Delhi,North,2025-04-01,S055,Raw Material,85723.86051615504,13430.63577296464,4669.871943663412,207.6233939190365,119.5315265294849,57.00142758421756,39.01862582736269,495065.40033652046,kWh,85723.86051615504,18.356790411024964,False,True
ESG105452,F006,Kolkata Plant,Kolkata,East,2026-01-01,S022,Raw Material,39332.33764508687,3994.5047069248703,11030.724239349342,178.3005047812633,101.5607087705776,39.830958188177576,14.301350429383604,718149.4013047323,kWh,39332.33764508687,3.5657076354767914,False,True
ESG105453,F003,Pune Plant,Pune,West,2025-06-01,S052,Maintenance,65424.72097704956,10599.490055242044,17747.206990929473,191.58629175159828,158.87728702420992,40.541717575660805,18.281277380327182,420089.2121903088,kWh,65424.72097704956,3.686479850631588,False,True
ESG105454,F003,Pune Plant,Pune,West,2025-06-01,S059,Raw Material,74711.79369139051,10421.554405770314,15441.445409699096,172.59195629785805,89.00152720714847,64.67101422695168,25.6477253550117,316303.0196639347,kWh,74711.79369139051,4.838393797284189,False,True
ESG105455,F008,Jaipur Plant,Jaipur,North,2025-08-01,S034,Packaging,93031.19641184573,8754.875275543403,10133.719769235478,134.55380757252732,118.34664182995743,32.59161123119966,45.04211407517443,546744.93798463,kWh,93031.19641184573,9.18036007807075,False,True
ESG105456,F003,Pune Plant,Pune,West,2025-11-01,S009,Logistics,87108.9361526118,8206.70930650648,20099.78607190257,75.4467379571412,58.27471974306246,33.168281004794274,43.74817108094896,355282.6112868538,kWh,87108.9361526118,4.333824043748462,False,True
ESG105457,F007,Hyderabad Plant,Hyderabad,South,2025-12-01,S020,Logistics,82269.96876193857,8994.916171483042,10169.232298906569,194.28906658271757,147.15183414967564,59.5641241263734,27.74630224761309,679551.2717315118,kWh,82269.96876193857,8.090086482809967,False,True
ESG105458,F004,Chennai Plant,Chennai,South,2025-04-01,S057,Maintenance,39585.43264566363,10150.915176708895,15907.082654705997,93.94574345448922,63.9218479305013,55.120521067383535,11.36158561760222,628650.7422698056,kWh,39585.43264566363,2.488541331238545,False,True
ESG105459,F006,Kolkata Plant,Kolkata,East,2026-01-01,S038,Packaging,49163.229684203725,13650.715303548392,7804.959893540066,216.8459953792736,153.6257784565249,54.53691087935147,25.51367848250598,,kWh,49163.229684203725,6.298972749993843,False,True
ESG105460,F008,Jaipur Plant,Jaipur,North,2025-04-01,S058,Chemicals,83690.35478459872,10144.256202507428,13820.658950791456,126.44439410065576,64.70815895335848,28.9681719578712,36.1630089146443,563434.9123005588,kWh,83690.35478459872,6.055453295141625,False,True
ESG105461,F006,Kolkata Plant,Kolkata,East,2026-03-01,S047,Chemicals,61628.26027754696,8368.0090969268,13383.595855004907,187.8953392363656,111.8334347069014,41.29838294627429,24.963359204673665,501805.6295257895,kWh,61628.26027754696,4.604761003336824,False,True
ESG105462,F005,Ahmedabad Plant,Ahmedabad,West,2025-11-01,S029,Maintenance,52459.69922403652,11296.989823988317,11752.766510761408,131.41022814167863,62.13539782777348,48.239412692254966,25.018323236546134,602192.3280249815,kWh,52459.69922403652,4.463604307632748,False,True
ESG105463,F004,Chennai Plant,Chennai,South,2026-02-01,S003,Maintenance,78122.70114121087,13874.888318795289,14933.545784379045,187.105295702062,113.32848118982255,36.11094425171025,40.04573366949762,365665.0372234725,kWh,78122.70114121087,5.2313564554058996,False,True
ESG105464,F005,Ahmedabad Plant,Ahmedabad,West,2026-02-01,S008,Maintenance,71015.17551040815,10534.222853525756,6276.577326367828,132.6788244071274,62.71161320469427,39.55400541209719,27.5097662509132,404754.9174697109,kWh,71015.17551040815,11.314315401178,False,True
ESG105465,F006,Kolkata Plant,Kolkata,East,2025-10-01,S018,Logistics,69370.06681579772,18375.40930933901,14414.396486735372,162.9077325250027,125.70322808321276,25.388352470999315,24.895012632200388,272301.39250857686,kWh,69370.06681579772,4.81255437087737,False,True
ESG105466,F002,Mumbai Plant,Mumbai,West,2025-09-01,S043,Chemicals,67434.83136384816,3814.591343002231,12664.924115409194,84.69271963828079,71.74968115910278,49.03749588860006,21.98618997236977,285631.21513996343,kWh,67434.83136384816,5.3245349714967,False,True
ESG105467,F006,Kolkata Plant,Kolkata,East,2025-10-01,S011,Chemicals,66400.05413396245,11683.151350208418,14549.957311034888,204.6172610049869,176.05759305912815,9.998983168146864,31.323967376907103,132620.0845613617,kWh,66400.05413396245,4.563590993054236,False,True
ESG105468,F006,Kolkata Plant,Kolkata,East,2026-01-01,S048,Maintenance,55513.45726844837,7691.174258317716,9544.129936465826,140.33697048532122,75.75799404265763,33.57732828232187,14.666139722322066,491468.86780051433,kWh,55513.45726844837,5.816502671065363,False,True
ESG105469,F002,Mumbai Plant,Mumbai,West,2025-12-01,S022,Packaging,42474.63644953597,9040.743288118225,15802.3411069435,188.79724245249437,109.56270971086016,35.83563371034643,22.97132307662897,560434.0135069739,kWh,42474.63644953597,2.687869864476773,False,True
ESG105470,F007,Hyderabad Plant,Hyderabad,South,2025-11-01,S054,Raw Material,79810.01170641456,13201.30163585635,9566.606508245248,169.25459286930874,122.58592006293269,30.751097109822624,27.4907276199594,397848.39148443926,kWh,79810.01170641456,8.342562395309985,False,True
ESG105471,F002,Mumbai Plant,Mumbai,West,2025-08-01,S023,Maintenance,62058.66984683638,11542.732025675075,11885.491239100716,222.24643238368816,134.05327393125154,44.71289881046498,22.416464657919096,503832.8422756626,kWh,62058.66984683638,5.221380302959348,False,True
ESG105472,F007,Hyderabad Plant,Hyderabad,South,2025-04-01,S023,Maintenance,31323.070981092947,5619.934000540809,14576.875221154482,121.81876962821326,55.11846087613333,36.018020182064646,13.407538984612565,450637.2227709872,kWh,31323.070981092947,2.1488193118121632,False,True
